序号,股票代码,股票简称,预测指标,业绩变动,预测数值,业绩变动幅度,业绩变动原因,预告类型,上年同期值,公告日期
997,600597,光明乳业,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润亏损:12,000万元至18,000万元。",-150000000.0,-120.775,"公司预计2025年度归属于母公司所有者的净利润为负值,主要原因如下:2025年度,公司海外子公司Synlait Milk Limited(新西兰新莱特乳业有限公司)(以下简称“新莱特”)生产基地出现生产问题,造成存货报废、生产成本费用增加等直接损失较大,对新莱特当期损益造成影响,导致新莱特2025年度经营亏损。本公司持有新莱特65.25%的股份,新莱特经营亏损导致本公司归属于母公司净利润为负值。新莱特上述问题已基本得到解决。",首亏,722044700.0,2026-01-21
998,600595,中孚实业,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:152,000万元至167,000万元,同比上年增长:156.32%至181.61%,同比上年增长92,700万元至107,700万元。",1595000000.0,168.965,"报告期内,公司以“绿色化、数字化、智能化”为方向,持续开展降本增盈和管理提升等相关工作。公司本期业绩增长主要系电解铝业务成本下降及销售价格上涨影响。",预增,593000000.0,2026-01-21
999,600595,中孚实业,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:155,000万元至170,000万元,同比上年增长:120.27%至141.59%,同比上年增长84,600万元至99,600万元。",1625000000.0,130.93,"报告期内,公司以“绿色化、数字化、智能化”为方向,持续开展降本增盈和管理提升等相关工作。公司本期业绩增长主要系电解铝业务成本下降及销售价格上涨影响。",预增,704000000.0,2026-01-21
1000,600579,中化装备,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润亏损:11,108.92万元至16,663.37万元。",-138861450.0,93.69,"报告期内,公司归属于母公司所有者的净亏损预计同比减少。公司亏损的主要原因是公司子公司中化(福建)橡塑机械有限公司(以下简称“中化橡机”),因所处细分硫化机行业增速放缓、客户结构较单一、供应链成本上升等原因,出现较大亏损。同时,公司参股的海外企业China National Chemical Equipment(Luxembourg)S.à.r.l及其子公司德国克劳斯玛菲集团有限公司2025年度仍处于亏损状态,公司按持有的9.24%股权承担投资损失。为优化资源配置,精简人员架构,降低管理成本,提高运营和决策效率,提升橡机业务的管理水平和整体市场竞争力,公司决定对中化橡机进行吸收合并。基于吸收合并工作的整体安排,公司根据会计准则,基于谨慎性原则,已安排资产减值测试,进一步加大了亏损额度。",减亏,-2201510600.0,2026-01-21
1001,600579,中化装备,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损:12,220.3万元至18,330.45万元。",-152753750.0,93.525,"报告期内,公司归属于母公司所有者的净亏损预计同比减少。公司亏损的主要原因是公司子公司中化(福建)橡塑机械有限公司(以下简称“中化橡机”),因所处细分硫化机行业增速放缓、客户结构较单一、供应链成本上升等原因,出现较大亏损。同时,公司参股的海外企业China National Chemical Equipment(Luxembourg)S.à.r.l及其子公司德国克劳斯玛菲集团有限公司2025年度仍处于亏损状态,公司按持有的9.24%股权承担投资损失。为优化资源配置,精简人员架构,降低管理成本,提高运营和决策效率,提升橡机业务的管理水平和整体市场竞争力,公司决定对中化橡机进行吸收合并。基于吸收合并工作的整体安排,公司根据会计准则,基于谨慎性原则,已安排资产减值测试,进一步加大了亏损额度。",减亏,-2359684600.0,2026-01-21
1002,600520,三佳科技,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:300万元至450万元,同比上年下降:58.31%至72.21%,同比上年降低629万元至779万元。",3750000.0,-65.26,"报告期内,与上年同期相比,公司本期业绩预减主要为以下因素影响:1、上年同期存在大额信用减值冲回,本期未发生相应情形;2、公司期间费用较上年同期有所增加。",预减,10788100.0,2026-01-21
1003,600520,三佳科技,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:550万元至825万元,同比上年下降:62.27%至74.85%,同比上年降低1,362万元至1,637万元。",6875000.0,-68.56,"报告期内,与上年同期相比,公司本期业绩预减主要为以下因素影响:1、上年同期存在大额信用减值冲回,本期未发生相应情形;2、公司期间费用较上年同期有所增加。",预减,21871200.0,2026-01-21
1004,600520,三佳科技,扣除后营业收入,"预计2025年1-12月扣除后营业收入约:38,300万元。",383000000.0,,"报告期内,与上年同期相比,公司本期业绩预减主要为以下因素影响:1、上年同期存在大额信用减值冲回,本期未发生相应情形;2、公司期间费用较上年同期有所增加。",不确定,,2026-01-21
1005,600520,三佳科技,营业收入,"预计2025年1-12月营业收入约:38,500万元。",385000000.0,22.47,"报告期内,与上年同期相比,公司本期业绩预减主要为以下因素影响:1、上年同期存在大额信用减值冲回,本期未发生相应情形;2、公司期间费用较上年同期有所增加。",略增,314375318.84,2026-01-21
1006,600423,柳化股份,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:602万元,同比上年下降:82.12%,同比上年降低2,765.53万元。",6020000.0,-82.12,"公司本次业绩预减主要原因是:公司产品单一,业绩完全依赖于双氧水市场,2025年度双氧水市场呈现需求低迷态势。报告期内,各类双氧水产品市场价格低于上年同期水平,公司产品销售价格同比下降;同时,报告期内公司产量略有下滑,导致单位生产成本上升;两者共同导致营业收入与毛利率同比减少。",预减,33675300.0,2026-01-21
1007,600423,柳化股份,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:628万元,同比上年下降:79.19%,同比上年降低2,389.53万元。",6280000.0,-79.19,"公司本次业绩预减主要原因是:公司产品单一,业绩完全依赖于双氧水市场,2025年度双氧水市场呈现需求低迷态势。报告期内,各类双氧水产品市场价格低于上年同期水平,公司产品销售价格同比下降;同时,报告期内公司产量略有下滑,导致单位生产成本上升;两者共同导致营业收入与毛利率同比减少。",预减,30175300.0,2026-01-21
1008,600322,津投城开,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损:134,000万元至152,000万元。",-1430000000.0,-94.16,"报告期内,由于行业整体处于周期性下行,市场需求下滑,公司在售现房项目较少,在建项目尚未完工,销售收入大幅减少;同时,公司虽进行了有息负债结构优化,但因融资规模较高,报告期财务费用较大。考虑到部分项目所在地区房地产市场环境的影响,公司按照会计准则依据谨慎性原则对部分项目计提存货跌价准备。",增亏,-736516500.0,2026-01-21
1009,600322,津投城开,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润亏损:136,000万元至154,000万元。",-1450000000.0,-589.405,"报告期内,由于行业整体处于周期性下行,市场需求下滑,公司在售现房项目较少,在建项目尚未完工,销售收入大幅减少;同时,公司虽进行了有息负债结构优化,但因融资规模较高,报告期财务费用较大。考虑到部分项目所在地区房地产市场环境的影响,公司按照会计准则依据谨慎性原则对部分项目计提存货跌价准备。",增亏,-210326200.0,2026-01-21
1010,600241,时代万恒,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润亏损:12,000万元至14,000万元。",-130000000.0,-770.795,"(一)因公司主营业务新能源电池营业收入减少,毛利率下降导致经营业绩下滑,同时结合两家新能源电池业务子公司未来业绩预测情况,长期资产出现减值迹象。财务部会同评估机构对两家子公司资产状况进行了预评估,预计将计提长期资产减值准备。(二)公司联营企业辽宁时代大厦有限公司预计亏损,公司按照权益法核算将确认投资损失。(三)母公司存在应收超额亏损子公司辽宁九夷锂能股份有限公司(以下简称“九夷锂能”)债权,且其净资产长期为负值,综合考虑九夷锂能本年经营情况、财务状况以及外部经营环境等因素,初步判断应收九夷锂能款项很可能已经发生实质性损失、未来无法全部收回,合并财务报表中预计该债权产生的损失将全部计入“归属于母公司所有者的净利润”。",首亏,19380000.0,2026-01-21
1011,600241,时代万恒,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损:12,300万元至14,300万元。",-133000000.0,-822.825,"(一)因公司主营业务新能源电池营业收入减少,毛利率下降导致经营业绩下滑,同时结合两家新能源电池业务子公司未来业绩预测情况,长期资产出现减值迹象。财务部会同评估机构对两家子公司资产状况进行了预评估,预计将计提长期资产减值准备。(二)公司联营企业辽宁时代大厦有限公司预计亏损,公司按照权益法核算将确认投资损失。(三)母公司存在应收超额亏损子公司辽宁九夷锂能股份有限公司(以下简称“九夷锂能”)债权,且其净资产长期为负值,综合考虑九夷锂能本年经营情况、财务状况以及外部经营环境等因素,初步判断应收九夷锂能款项很可能已经发生实质性损失、未来无法全部收回,合并财务报表中预计该债权产生的损失将全部计入“归属于母公司所有者的净利润”。",首亏,18400000.0,2026-01-21
